Field Id,Field name,Rule,Rule type,Action,Rule note,Message,Message,Condition (if present):,Description
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121536,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121532,Format,Reject,,Invalid format.,362,Conductor / Person / Identification,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121533,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Person / Identification,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121540,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode is not in CA, US, MX.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121543,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is one of Birth certificate (1), Driver's licence (4), Provincial health card (5), Government issued identification (35), Provincial or territorial identity card (37) and lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode is one of Canada (CA), United States (US), Mexico (MX).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121541,Format,Reject,,Invalid format.,362,Conductor / Person / Identification,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121542,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Person / Identification,"Reject this report if the province/state code does not correspond with the country provided OR is not a valid Canadian, US or Mexican province/state code given the country lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121550,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueCountryCode is in CA, US, MX.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121551,Format,Reject,,Invalid format.,362,Conductor / Person / Identification,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.personDetails.identifications.number,Number associated with identification type,121520,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Person / Identification,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is In person (1) and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is 'false' and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is not Social Insurance Number card (27).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.number,Number associated with identification type,121527,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Person / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is Social Insurance Number card (27).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.number,Number associated with identification type,121522,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7) and lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is not Social Insurance Number card (27).
"
lctr.transaction.startingActions.conductors.personDetails.identifications.number,Number associated with identification type,121523,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Person / Identification,"Send a warning if the user did not provide a value lctr.transaction.startingActions.conductors.personDetails.identifications.identifierTypeCode is not Social Insurance Number card (27)  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
